               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 103,            0.044658,            0.061554,           0.0054112,             0.65676,             0.62704,             0.64639,             0.30246,             0.04836,            0.052129,            0.010288,            0.006634,            0.006634,            0.006634
                 104,             0.04465,            0.058827,           0.0062222,             0.67048,             0.63128,             0.65892,              0.3228,             0.04754,            0.051479,           0.0089892,            0.006601,            0.006601,            0.006601
                 105,             0.04381,            0.058095,           0.0050988,             0.64809,             0.61361,             0.63581,             0.30415,            0.048269,            0.050803,            0.014337,            0.006568,            0.006568,            0.006568
                 106,             0.04479,             0.06194,           0.0057758,             0.72008,             0.63648,             0.66318,             0.32593,            0.047892,            0.050253,           0.0080248,            0.006535,            0.006535,            0.006535
                 107,            0.044398,            0.059848,           0.0049774,              0.7153,             0.62918,             0.66703,             0.33366,            0.047614,            0.050729,           0.0092403,            0.006502,            0.006502,            0.006502
                 108,            0.044179,            0.059417,           0.0054346,             0.64594,              0.5973,             0.61471,             0.30838,            0.047454,            0.051426,            0.010751,            0.006469,            0.006469,            0.006469
                 109,            0.043954,            0.061922,            0.005253,             0.66014,             0.56047,             0.59349,             0.28652,            0.050498,            0.054462,            0.011525,            0.006436,            0.006436,            0.006436
                 110,            0.043988,            0.061889,           0.0050669,             0.69239,             0.63644,             0.68531,             0.33506,            0.047643,             0.05076,           0.0082741,            0.006403,            0.006403,            0.006403
                 111,            0.044557,            0.062919,            0.005299,             0.67668,             0.55747,             0.59915,             0.28965,            0.048293,            0.053014,           0.0090035,             0.00637,             0.00637,             0.00637
                 112,            0.044773,             0.06324,           0.0051446,             0.74915,             0.59136,             0.64873,             0.31589,            0.048774,            0.052076,           0.0081829,            0.006337,            0.006337,            0.006337
                 113,            0.044073,            0.059055,           0.0050929,             0.79538,             0.54469,             0.63249,             0.30004,            0.048733,            0.053422,           0.0094076,            0.006304,            0.006304,            0.006304
                 114,            0.043671,            0.061665,           0.0049807,             0.73207,             0.61359,             0.66347,             0.31832,            0.047584,            0.052022,           0.0085537,            0.006271,            0.006271,            0.006271
