               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 110,            0.017388,           0.0088703,           0.0010878,             0.98526,             0.98302,              0.9934,             0.83471,             0.01485,           0.0044183,            0.001063,            0.002806,            0.002806,            0.002806
                 111,             0.01687,           0.0083535,           0.0012513,             0.98112,             0.98279,             0.99347,             0.83032,            0.014854,           0.0043124,          0.00072805,             0.00274,             0.00274,             0.00274
                 112,            0.016704,           0.0084091,           0.0011538,             0.97981,             0.98445,              0.9939,             0.83464,            0.014749,            0.004329,           0.0010219,            0.002674,            0.002674,            0.002674
                 113,            0.017057,           0.0087401,           0.0012533,             0.98511,             0.97881,             0.99337,             0.83618,             0.01455,           0.0043128,           0.0031924,            0.002608,            0.002608,            0.002608
                 114,            0.016541,           0.0084163,           0.0013433,             0.98674,              0.9808,             0.99381,              0.8372,            0.014317,           0.0042797,            0.001338,            0.002542,            0.002542,            0.002542
                 115,            0.016626,           0.0083765,           0.0013677,             0.98806,             0.98074,             0.99375,             0.84083,            0.014526,           0.0042455,          0.00093448,            0.002476,            0.002476,            0.002476
                 116,            0.016621,           0.0086462,           0.0012488,             0.97512,             0.98086,             0.99254,             0.83696,             0.01506,           0.0042954,           0.0016361,             0.00241,             0.00241,             0.00241
                 117,            0.016901,           0.0084646,           0.0016121,             0.98059,             0.98183,             0.99362,             0.83013,             0.01485,            0.004378,           0.0028496,            0.002344,            0.002344,            0.002344
                 118,            0.016708,           0.0082756,           0.0013846,             0.98622,             0.97603,             0.99355,             0.83874,            0.014901,           0.0043621,          0.00090419,            0.002278,            0.002278,            0.002278
                 119,            0.016756,           0.0082161,           0.0011176,             0.97716,             0.97887,             0.99331,             0.83785,            0.014599,           0.0043226,           0.0011777,            0.002212,            0.002212,            0.002212
